pdb_id,chain,res_start,res_end,uniprot_id,target_length,mapped_length,uniprot_name,uniprot_length,organism,gene_name,entry_status,belongs_to,possibly_chimeric,grouped_gene_assigned,gene_name_assigned,organism_assigned,comments,resolution
1KJV,A,1,180,Q95565,180,345,Mature alpha chain of major histocompatibility complex class I antigen,345,Rattus norvegicus,RT1.A1(C),Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,48"
1LD9,A,1,179,P01897,179,362,"H-2 class I histocompatibility antigen, L-D alpha chain",362,Mus musculus,H2-L,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,40"
7LFM,A,1,180,Q31093,180,336,"Histocompatibility 2, M region locus 3",336,Mus musculus,H2-M3,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,60"
7LFI,A,1,180,Q31093,180,336,"Histocompatibility 2, M region locus 3",336,Mus musculus,H2-M3,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,70"
7LFL,A,1,180,Q31093,180,336,"Histocompatibility 2, M region locus 3",336,Mus musculus,H2-M3,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,60"
7EDO,A,1,183,Q95IT0,183,362,MHC class I antigen,362,Trichosurus vulpecula,Truv-UB,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,70"
7LFK,A,1,180,Q31093,180,336,"Histocompatibility 2, M region locus 3",336,Mus musculus,H2-M3,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,60"
4MS8,A,2,162,P01897,161,362,"H-2 class I histocompatibility antigen, L-D alpha chain",362,Mus musculus,H2-L,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,92"
3NWM,A,114,288,P01887,175,119,Beta-2-microglobulin,119,Mus musculus,B2m,Uniprotkb reviewed (swiss-prot),Belongs to the beta-2-microglobulin family,yes,,,,,"2,70"
3NWM,A,114,288,P01902,175,368,"H-2 class I histocompatibility antigen, K-D alpha chain",368,Mus musculus,H2-K1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,yes,H2-K1_trimer,,,,"2,70"
7LFJ,A,1,180,Q31093,180,336,"Histocompatibility 2, M region locus 3",336,Mus musculus,H2-M3,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,70"
1MHC,A,1,180,Q31093,180,336,"Histocompatibility 2, M region locus 3",336,Mus musculus,H2-M3,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,10"
1NEZ,A,1,178,P14432,178,384,"H-2 class I histocompatibility antigen, TLA(B) alpha chain",384,Mus musculus,H2-T3,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,10"
4G43,A,1,175,O46790,175,355,MHC class I alpha chain 2,355,Gallus gallus,B-FIV,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,80"
9C3E,H,94,252,P78358,159,180,Cancer/testis antigen 1,180,Homo sapiens,CTAG1A,Uniprotkb reviewed (swiss-prot),Belongs to the CTAG/PCC1 family,yes,,,,,"3,50"
9C3E,H,94,252,P61769,159,119,Beta-2-microglobulin,119,Homo sapiens,B2M,Uniprotkb reviewed (swiss-prot),Belongs to the beta-2-microglobulin family,yes,,,,,"3,50"
9C3E,H,94,252,H9BNV4,159,312,MHC class I antigen,312,Homo sapiens,HLA-A,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,yes,HLA-A_trimer,,,,"3,50"
6MP1,A,113,288,P07147,176,537,"5,6-dihydroxyindole-2-carboxylic acid oxidase",537,Mus musculus,Tyrp1,Uniprotkb reviewed (swiss-prot),Belongs to the tyrosinase family,yes,,,,,"2,21"
6MP1,A,113,288,P01887,176,119,Beta-2-microglobulin,119,Mus musculus,B2m,Uniprotkb reviewed (swiss-prot),Belongs to the beta-2-microglobulin family,yes,,,,,"2,21"
6MP1,A,113,288,P01899,176,362,"H-2 class I histocompatibility antigen, D-B alpha chain",362,Mus musculus,H2-D1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,yes,H2-D1_trimer,,,,"2,21"
5YMW,A,2,174,P15979,173,345,"Class I histocompatibility antigen, F10 alpha chain",345,Gallus gallus,Missing entry,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,BF2*1201,,,"2,00"
5GJY,A,1,176,Q6I7L2,176,353,MHC class I antigen,353,Anas platyrhynchos,Du5MHC I,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,71"
8Y74,A,2,176,O46789,175,355,MHC class I alpha chain 2,355,Gallus gallus,B-FIV,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,90"
5YMV,A,2,177,P15979,176,345,"Class I histocompatibility antigen, F10 alpha chain",345,Gallus gallus,Missing entry,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,BF2*1201,,,"2,20"
8J4G,A,1,178,A0A1L5SLS9,178,354,MHC class I antigen,354,Anas platyrhynchos,Anpl-UAA,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,49"
8KB0,A,1,176,A0A2Z4U0A8,176,354,MHC class I antigen,354,Anas platyrhynchos,Anpl-UAA,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,48"
4CVX,D,1,176,O46789,176,355,MHC class I alpha chain 2,355,Gallus gallus,B-FIV,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"3,30"
6LHG,A,1,176,O46790,176,355,MHC class I alpha chain 2,355,Gallus gallus,B-FIV,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,80"
1P1Z,A,2,160,P01901,159,369,"H-2 class I histocompatibility antigen, K-B alpha chain",369,Mus musculus,H2-K1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"3,26"
5GJX,A,1,175,Q6I7L2,175,353,MHC class I antigen,353,Anas platyrhynchos,Du5MHC I,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,06"
4E0R,A,1,174,O46790,174,355,MHC class I alpha chain 2,355,Gallus gallus,B-FIV,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,26"
7WBG,A,1,174,A0ZXM5,174,355,MHC class I alpha chain 2,355,Gallus gallus,BF2,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,00"
3BEW,A,1,173,Q95601,173,355,MHC class I alpha chain 2,355,Gallus gallus,BFIV21,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,60"
8KCV,A,1,177,Q6I7L1,177,356,MHC class I antigen,356,Anas platyrhynchos,Du6MHC I,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,39"
6PUI,A,3,177,Q95460,175,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,96"
5U1R,C,3,175,Q95460,173,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,70"
5U72,A,3,173,Q95460,171,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,50"
6PUL,A,3,177,Q95460,175,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,84"
3BEV,A,1,173,Q95601,173,355,MHC class I alpha chain 2,355,Gallus gallus,BFIV21,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,10"
5U16,A,3,175,Q95460,173,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,00"
6PUD,A,3,177,Q95460,175,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,80"
5H5Z,A,1,176,Q65XY8,176,341,MHC class I antigen,341,Ctenopharyngodon idella,UAA106,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,74"
8KB1,A,1,178,A0A2Z4U0D0,178,354,MHC class I antigen,354,Anas platyrhynchos,Anpl-UAA,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,46"
6XQP,A,1,175,Q95460,175,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,90"
6KYU,A,1,177,A0A2Z4U0R6,177,354,MHC class I antigen,354,Anas platyrhynchos,Anpl-UAA,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,50"
7ZT8,A,3,178,Q95460,176,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,29"
9BTX,A,3,175,Q95460,173,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,05"
4G42,A,3,174,O46790,172,355,MHC class I alpha chain 2,355,Gallus gallus,B-FIV,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,29"
5Y91,A,1,175,Q65XY8,175,341,MHC class I antigen,341,Ctenopharyngodon idella,UAA106,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,90"
5U6Q,C,3,175,Q95460,173,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,90"
4NQD,A,1,177,Q95460,177,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,20"
6PUM,A,3,175,Q95460,173,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,96"
4L4V,A,1,176,Q95460,176,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,90"
6PUC,A,3,177,Q95460,175,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,85"
6PUJ,A,3,175,Q95460,173,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,92"
9CGS,A,3,175,Q95460,173,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,00"
6W9U,A,3,177,Q95460,175,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,89"
6IRL,A,5,178,Q9GIP6,174,355,MHC class I,355,Gallus gallus,BF2,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,10"
6PUH,A,3,177,Q95460,175,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,88"
9CGR,A,3,178,Q95460,176,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,40"
8Y6X,A,3,178,Q95460,176,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"3,40"
4PJF,A,1,175,Q95460,175,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,45"
5D7I,A,1,175,Q95460,175,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,00"
6PVD,A,3,175,Q95460,173,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,14"
6KX9,A,5,175,Q9GIP6,171,355,MHC class I,355,Gallus gallus,BF2,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,90"
6PVC,A,3,177,Q95460,175,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,96"
8JQT,A,1,178,Q6JWQ7,178,358,MHC class I antigen alpha chain,358,Anas platyrhynchos,Anpl-U,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,99"
7WBI,A,2,175,A0ZXM5,174,355,MHC class I alpha chain 2,355,Gallus gallus,BF2,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,80"
6PUF,A,3,175,Q95460,173,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,92"
4PJI,A,1,174,Q95460,174,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,50"
4NQE,A,3,178,Q95460,176,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,10"
4NQC,A,3,175,Q95460,173,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,50"
5U2V,A,3,178,Q95460,176,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,20"
4CW1,A,1,175,A0ZXM3,175,357,MHC class I molecule,357,Gallus gallus,BF2,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,58"
4PJ5,A,1,175,Q95460,175,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,00"
9BTY,A,3,177,Q95460,175,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,85"
6PUG,A,3,177,Q95460,175,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,80"
8VZ8,A,2,174,Q8HWB0,173,341,Major histocompatibility complex class I-related protein 1,341,Mus musculus,Mr1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"3,45"
6LBE,A,1,175,Q65XY8,175,341,MHC class I antigen,341,Ctenopharyngodon idella,UAA106,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,60"
6LUP,A,1,178,Q9MX69,178,344,MHC class I protein,344,Ginglymostoma cirratum,Gici-UAA01,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,30"
6PUE,A,3,177,Q95460,175,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,90"
5U17,A,1,177,Q95460,177,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,15"
7ZT3,A,2,178,Q95460,177,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,40"
4PJE,A,1,172,Q95460,172,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,95"
4PJ8,A,1,175,Q95460,175,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"3,30"
5D7L,A,1,177,Q95460,177,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"3,40"
6PUK,A,3,175,Q95460,173,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,08"
6W9V,A,3,177,Q95460,175,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,95"
7ZT2,A,1,177,Q95460,177,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,40"
9BTZ,A,3,176,Q95460,174,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"3,00"
4PJ9,A,3,178,Q95460,176,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,00"
4PJG,A,1,175,Q95460,175,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,40"
6LHF,A,1,176,Q9GIP6,176,355,MHC class I,355,Gallus gallus,BF2,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,70"
4D0B,A,1,175,Q95601,175,355,MHC class I alpha chain 2,355,Gallus gallus,BFIV21,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,80"
4PJC,A,3,176,Q95460,174,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,50"
7UFJ,A,3,176,Q95460,174,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,50"
5D7J,E,1,174,Q95460,174,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,97"
4PJ7,A,3,176,Q95460,174,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,50"
9BU0,A,3,175,Q95460,173,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,89"
4PJH,A,1,174,Q95460,174,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,00"
4D0D,A,1,176,O46789,176,355,MHC class I alpha chain 2,355,Gallus gallus,B-FIV,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"3,13"
8VZ9,A,1,176,Q8HWB0,176,341,Major histocompatibility complex class I-related protein 1,341,Mus musculus,Mr1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"3,40"
5D5M,A,1,175,Q95460,175,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,20"
6LHH,A,3,173,Q9GIP6,171,355,MHC class I,355,Gallus gallus,BF2,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,71"
5ACZ,A,2,174,Q95601,173,355,MHC class I alpha chain 2,355,Gallus gallus,BFIV21,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,69"
7ZT5,A,3,176,Q95460,174,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,09"
4PJD,A,3,178,Q95460,176,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,78"
4D0C,A,1,175,Q95601,175,355,MHC class I alpha chain 2,355,Gallus gallus,BFIV21,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,81"
7ZT7,A,3,176,Q95460,174,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"1,84"
4PJX,A,3,174,Q95460,172,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,25"
7ZT4,A,3,176,Q95460,174,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,02"
4PJA,A,3,176,Q95460,174,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,68"
8BP6,A,100,275,P61769,176,119,Beta-2-microglobulin,119,Homo sapiens,B2M,Uniprotkb reviewed (swiss-prot),Belongs to the beta-2-microglobulin family,yes,,,,,"2,80"
8BP6,A,100,275,Q95460,176,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,yes,MR1_trimer,,,,"2,80"
7LLI,C,3,178,Q95460,176,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"3,20"
4LCW,A,3,176,Q95460,174,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,40"
4L8S,C,105,277,P01888,173,118,Beta-2-microglobulin,118,Bos taurus,B2M,Uniprotkb reviewed (swiss-prot),Belongs to the beta-2-microglobulin family,yes,,,,,"2,90"
4L8S,C,105,277,C1ITJ8,173,336,Major histocompatibility complex class I-related protein 1,336,Bos taurus,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,yes,MR1_trimer,,,,"2,90"
5AD0,A,2,173,Q95601,172,355,MHC class I alpha chain 2,355,Gallus gallus,BFIV21,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,84"
7CPO,A,1,176,G1KTN1,176,358,Ig-like domain-containing protein,358,Anolis carolinensis,Missing entry,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,Anca -UA*0101,,,"2,50"
4L4T,A,3,178,Q95460,176,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,00"
2YEZ,A,1,175,Q95601,175,355,MHC class I alpha chain 2,355,Gallus gallus,BFIV21,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,90"
3P73,A,3,179,Q9BCW3,177,353,MHC Rfp-Y class I alpha chain,353,Gallus gallus,YFV,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,32"
7UMG,A,2,175,Q95460,174,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,40"
4CVZ,A,2,173,Q95601,172,355,MHC class I alpha chain 2,355,Gallus gallus,BFIV21,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"2,39"
3P77,A,2,176,Q9BCW3,175,353,MHC Rfp-Y class I alpha chain,353,Gallus gallus,YFV,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,,,,"1,60"
4GUP,A,2,176,Q95460,175,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"3,20"
7ZT9,A,3,176,Q95460,174,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,13"
4PJB,A,3,178,Q95460,176,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,85"
7LLJ,C,3,178,Q95460,176,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"3,15"
1T7X,A,2,176,P25311,175,298,Zinc-alpha-2-glycoprotein,298,Homo sapiens,AZGP1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"3,10"
6MWR,A,2,176,Q95460,175,341,Major histocompatibility complex class I-related protein 1,341,Homo sapiens,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"3,30"
4IIQ,C,98,270,P01888,173,118,Beta-2-microglobulin,118,Bos taurus,B2M,Uniprotkb reviewed (swiss-prot),Belongs to the beta-2-microglobulin family,yes,,,,,"2,86"
4IIQ,C,98,270,C1ITJ8,173,336,Major histocompatibility complex class I-related protein 1,336,Bos taurus,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,yes,MR1_trimer,,,,"2,86"
1T7Y,A,2,175,P25311,174,298,Zinc-alpha-2-glycoprotein,298,Homo sapiens,AZGP1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,80"
6A2B,A,1,178,Q9TPA7,178,351,MHC class I antigen,351,Xenopus laevis,Missing entry,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,Xela -UAA,,,"2,80"
4L9L,C,68,239,P01888,172,118,Beta-2-microglobulin,118,Bos taurus,B2M,Uniprotkb reviewed (swiss-prot),Belongs to the beta-2-microglobulin family,yes,,,,,"3,40"
4L9L,C,68,239,C1ITJ8,172,336,Major histocompatibility complex class I-related protein 1,336,Bos taurus,MR1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,yes,MR1_trimer,,,,"3,40"
3ES6,A,6,179,P25311,174,298,Zinc-alpha-2-glycoprotein,298,Homo sapiens,AZGP1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"3,23"
1T7Z,A,2,175,P25311,174,298,Zinc-alpha-2-glycoprotein,298,Homo sapiens,AZGP1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"3,00"
1T80,A,2,177,P25311,176,298,Zinc-alpha-2-glycoprotein,298,Homo sapiens,AZGP1,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,10"
7ZQI,A,4,176,O98187,173,360,MHC class I antigen,360,Acrocephalus arundinaceus,Missing entry,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,Acar3,,,"2,15"
7ZQJ,A,4,176,O98187,173,360,MHC class I antigen,360,Acrocephalus arundinaceus,Missing entry,Uniprotkb unreviewed (trembl),Belongs to the MHC class I family,,,Acar3,,,"2,25"
1DE4,A,1,178,Q30201,178,348,Hereditary hemochromatosis protein,348,Homo sapiens,HFE,Uniprotkb reviewed (swiss-prot),Belongs to the MHC class I family,,,,,,"2,80"
